Parent_Fund_Code,Master_Fund_Code,Trade_Date,Currency,Trans_Type,Amount
="2303 ",="15137",20250409,CDD,RT ,250
="2303 ",="15137",20250409,CDD,WSR,250
="2303 ",="18137",20250410,CDD,RT ,37
="2303 ",="2303",20250410,CDD,PT ,101.64
="2303 ",="2303",20250409,CDD,RT ,1464.86
="2303 ",="2303",20250410,CDD,RT ,89821.22
="2303 ",="2303",20250409,CDD,WSR,1464.86
="2303 ",="4303",20250409,CDD,RT ,490
="2303 ",="4303",20250409,CDD,WSR,490
="2303 ",="5303",20250409,CDD,RT ,3000
="2303 ",="5303",20250410,CDD,RT ,6747.87
="2303 ",="5303",20250409,CDD,WSR,3000
="2304 ",="15117",20250409,CDD,RT ,500
="2304 ",="15117",20250409,CDD,WSR,500
="2304 ",="152T5",20250409,CDD,RT ,35.84
="2304 ",="152T5",20250409,CDD,WSR,35.84
="2304 ",="18117",20250409,CDD,RT ,31560.99
="2304 ",="18117",20250410,CDD,RT ,5499.15
="2304 ",="18117",20250409,CDD,WSR,31560.99
="2304 ",="18417",20250409,CDD,RT ,200
="2304 ",="18417",20250409,CDD,WSR,200
="2304 ",="2304",20250409,CDD,PT ,10120.11
="2304 ",="2304",20250410,CDD,PT ,92257.68
="2304 ",="2304",20250409,CDD,RT ,188202.22
="2304 ",="2304",20250410,CDD,RT ,149326.25
="2304 ",="2304",20250409,CDD,WSP,10120.11
="2304 ",="2304",20250409,CDD,WSR,188202.22
="2304 ",="4304",20250409,CDD,PT ,9000
="2304 ",="4304",20250410,CDD,PT ,20745.09
="2304 ",="4304",20250409,CDD,RT ,5454.36
="2304 ",="4304",20250409,CDD,WSP,9000
="2304 ",="4304",20250409,CDD,WSR,5454.36
="2304 ",="5304",20250409,CDD,RT ,109027.92
="2304 ",="5304",20250410,CDD,RT ,16395.07
="2304 ",="5304",20250409,CDD,WSR,109027.92
="2304 ",="652T8",20250410,CDD,PT ,1.27
="2304 ",="652T8",20250409,CDD,RT ,49.7
="2304 ",="652T8",20250410,CDD,RT ,137362.72
="2304 ",="652T8",20250409,CDD,WSR,49.7
="2305 ",="16141",20250410,CDD,PT ,150.75
="2305 ",="18141",20250410,CDD,PT ,7011.6
="2305 ",="18141",20250409,CDD,RT ,50000
="2305 ",="18141",20250410,CDD,RT ,200.5
="2305 ",="18141",20250409,CDD,WSR,50000
="2305 ",="2305",20250409,CDD,PT ,2798
="2305 ",="2305",20250410,CDD,PT ,1943.43
="2305 ",="2305",20250409,CDD,RT ,10214.86
="2305 ",="2305",20250410,CDD,RT ,154818.92
="2305 ",="2305",20250409,USD,RT ,3748.05
="2305 ",="2305",20250409,CDD,WSP,98
="2305 ",="2305",20250409,CDD,WSR,7514.86
="2305 ",="2305",20250409,USD,WSR,3748.05
="2305 ",="4305",20250410,CDD,FEE,-48.39
="2305 ",="4305",20250409,CDD,PT ,8000
="2305 ",="4305",20250410,CDD,PT ,7.04
="2305 ",="4305",20250409,CDD,RT ,26650
="2305 ",="4305",20250410,CDD,RT ,166490.28
="2305 ",="4305",20250409,CDD,WSP,8000
="2305 ",="4305",20250409,CDD,WSR,26650
="2305 ",="449T5",20250409,CDD,RT ,778.05
="2305 ",="449T5",20250409,CDD,WSR,778.05
="2305 ",="5305",20250409,CDD,RT ,5924.73
="2305 ",="5305",20250410,CDD,RT ,28738.02
="2305 ",="90112",20250409,CDD,PT ,19000
="2305 ",="90112",20250409,CDD,WSP,19000
="2307 ",="15119",20250409,CDD,RT ,3500
="2307 ",="15119",20250409,CDD,WSR,3500
="2307 ",="16119",20250409,CDD,RT ,237.67
="2307 ",="16119",20250409,CDD,WSR,237.67
="2307 ",="18119",20250410,CDD,PT ,200
="2307 ",="2307",20250410,CDD,PT ,225.42
="2307 ",="2307",20250409,CDD,RT ,9517.33
="2307 ",="2307",20250410,CDD,RT ,37311.29
="2307 ",="2307",20250409,CDD,WSR,9517.33
="2307 ",="4307",20250409,CDD,RT ,152.36
="2307 ",="4307",20250410,CDD,RT ,1259.81
="2307 ",="4307",20250409,CDD,WSR,152.36
="2307 ",="5307",20250409,CDD,RT ,4423.21
="2307 ",="5307",20250409,CDD,WSR,138.3
="2307 ",="634T8",20250409,CDD,RT ,20.93
="2307 ",="634T8",20250409,CDD,WSR,20.93
="2307 ",="90020",20250409,CDD,RT ,27.51
="2307 ",="90020",20250409,CDD,WSR,27.51
="2308 ",="15139",20250409,CDD,RT ,250
="2308 ",="15139",20250409,CDD,WSR,250
="2308 ",="18139",20250409,CDD,RT ,22731.72
="2308 ",="18139",20250410,CDD,RT ,247.25
="2308 ",="18139",20250409,CDD,WSR,22731.72
="2308 ",="2308",20250409,CDD,RT ,752.4
="2308 ",="2308",20250410,CDD,RT ,44333.24
="2308 ",="2308",20250409,CDD,WSR,752.4
="2308 ",="4308",20250409,CDD,PT ,27123.01
="2308 ",="4308",20250409,CDD,RT ,19976.63
="2308 ",="4308",20250409,CDD,WSP,27123.01
="2308 ",="4308",20250409,CDD,WSR,19976.63
="2308 ",="5317",20250409,CDD,RT ,530718.01
="2308 ",="5317",20250410,CDD,RT ,324453.29
="2308 ",="5317",20250409,CDD,WSR,530718.01
="2309 ",="18142",20250410,CDD,PT ,200
="2309 ",="18142",20250409,CDD,RT ,17460
="2309 ",="18142",20250410,CDD,RT ,750
="2309 ",="18142",20250409,CDD,WSR,17460
="2309 ",="2309",20250409,CDD,PT ,8000
="2309 ",="2309",20250410,CDD,PT ,1258.16
="2309 ",="2309",20250409,CDD,RT ,414949.47
="2309 ",="2309",20250410,CDD,RT ,28657.02
="2309 ",="2309",20250409,CDD,WSP,8000
="2309 ",="2309",20250409,CDD,WSR,414949.47
="2309 ",="4309",20250410,CDD,PT ,5608.09
="2309 ",="4309",20250409,CDD,RT ,14587.41
="2309 ",="4309",20250410,CDD,RT ,11700
="2309 ",="4309",20250409,CDD,WSR,14587.41
="2309 ",="5309",20250410,CDD,PT ,4131.62
="2309 ",="5309",20250410,CDD,RT ,1607.15
="2309 ",="631T8",20250409,CDD,RT ,50.37
="2309 ",="631T8",20250409,CDD,WSR,50.37
="2309 ",="90124",20250410,CDD,PT ,150
="2310 ",="2310",20250410,CDD,PT ,172.16
="2310 ",="2310",20250410,CDD,RT ,1641.65
="2310 ",="2933",20250409,CDD,RT ,2648.06
="2310 ",="2933",20250410,CDD,RT ,400
="2310 ",="2933",20250409,CDD,WSR,2648.06
="2310 ",="4310",20250410,CDD,PT ,90693.63
="2310 ",="4310",20250409,CDD,RT ,1250
="2310 ",="4310",20250410,CDD,RT ,90888.62
="2310 ",="4310",20250409,CDD,WSR,1250
="2310 ",="5308",20250410,CDD,RT ,1607.14
="2312 ",="15144",20250409,CDD,RT ,4000
="2312 ",="15144",20250409,CDD,WSR,4000
="2312 ",="158T5",20250409,CDD,PT ,1000
="2312 ",="158T5",20250410,CDD,PT ,27026.59
="2312 ",="158T5",20250409,CDD,RT ,80600.73
="2312 ",="158T5",20250410,CDD,RT ,90.34
="2312 ",="158T5",20250409,CDD,WSP,1000
="2312 ",="158T5",20250409,CDD,WSR,80600.73
="2312 ",="16144",20250410,CDD,PT ,452.5
="2312 ",="16144",20250409,CDD,RT ,280
="2312 ",="16144",20250410,CDD,RT ,5588.24
="2312 ",="16144",20250409,CDD,WSR,280
="2312 ",="18144",20250409,CDD,FEE,-2.92
="2312 ",="18144",20250409,CDD,PT ,110000
="2312 ",="18144",20250410,CDD,PT ,21597.8
="2312 ",="18144",20250409,CDD,RT ,16167.93
="2312 ",="18144",20250410,CDD,RT ,8103.61
="2312 ",="18144",20250409,CDD,WSP,110000
="2312 ",="18144",20250409,CDD,WSR,12007.93
="2312 ",="18444",20250409,CDD,RT ,715.32
="2312 ",="18444",20250409,CDD,WSR,715.32
="2312 ",="2312",20250409,CDD,PT ,83487.76
="2312 ",="2312",20250410,CDD,PT ,47296.49
="2312 ",="2312",20250409,CDD,RT ,311394.17
="2312 ",="2312",20250410,CDD,RT ,144241.29
="2312 ",="2312",20250409,CDD,WSP,83487.76
="2312 ",="2312",20250409,CDD,WSR,311394.17
="2312 ",="4312",20250410,CDD,FEE,-80.16
="2312 ",="4312",20250409,CDD,PT ,32381.02
="2312 ",="4312",20250410,CDD,PT ,204453.84
="2312 ",="4312",20250409,CDD,RT ,242658.83
="2312 ",="4312",20250410,CDD,RT ,391744.37
="2312 ",="4312",20250409,CDD,WSP,32381.02
="2312 ",="4312",20250409,CDD,WSR,242658.83
="2312 ",="458T5",20250409,CDD,PT ,3883.59
="2312 ",="458T5",20250409,CDD,RT ,1500
="2312 ",="458T5",20250409,CDD,WSP,3883.59
="2312 ",="458T5",20250409,CDD,WSR,1500
="2312 ",="5320",20250409,CDD,PT ,629980
="2312 ",="5320",20250409,CDD,WSP,629980
="2312 ",="658T8",20250410,CDD,PT ,489.36
="2312 ",="658T8",20250410,CDD,RT ,56291.36
="2312 ",="90117",20250410,CDD,PT ,810
="2312 ",="90117",20250409,CDD,RT ,684.47
="2312 ",="90117",20250410,CDD,RT ,7284.2
="2312 ",="90117",20250409,CDD,WSR,684.47
="2312 ",="90617",20250409,CDD,RT ,7500
="2312 ",="90617",20250409,CDD,WSR,7500
="2312 ",="958T8",20250409,CDD,RT ,68418.95
="2312 ",="958T8",20250409,CDD,WSR,68418.95
="2319 ",="18140",20250409,CDD,RT ,720
="2319 ",="18140",20250409,CDD,WSR,720
="2319 ",="2319",20250410,CDD,PT ,16953.22
="2319 ",="2319",20250409,CDD,RT ,10785.61
="2319 ",="2319",20250410,CDD,RT ,17020.22
="2319 ",="2319",20250409,CDD,WSR,10785.61
="2319 ",="4319",20250409,CDD,RT ,6253.17
="2319 ",="4319",20250409,CDD,WSR,6253.17
="2319 ",="5331",20250410,CDD,PT ,1500
="2321 ",="116T5",20250409,CDD,RT ,17925.05
="2321 ",="116T5",20250409,CDD,WSR,17925.05
="2321 ",="15115",20250409,CDD,RT ,191472
="2321 ",="15115",20250409,CDD,WSR,191472
="2321 ",="16115",20250410,CDD,PT ,160
="2321 ",="16115",20250409,CDD,RT ,3603.63
="2321 ",="16115",20250410,CDD,RT ,2484.98
="2321 ",="16115",20250409,CDD,WSR,3603.63
="2321 ",="18115",20250410,CDD,FEE,-4.78
="2321 ",="18115",20250409,CDD,PT ,30000
="2321 ",="18115",20250410,CDD,PT ,132.6
="2321 ",="18115",20250409,CDD,RT ,9156.32
="2321 ",="18115",20250410,CDD,RT ,7689.75
="2321 ",="18115",20250409,CDD,WSP,30000
="2321 ",="18115",20250409,CDD,WSR,9156.32
="2321 ",="18244",20250410,CDD,PT ,2493.35
="2321 ",="18244",20250410,CDD,RT ,2333.25
="2321 ",="2321",20250328,CDD,DR ,8.19000000000005
="2321 ",="2321",20241231,CDD,PT ,16019.33
="2321 ",="2321",20250107,CDD,PT ,-15902.85
="2321 ",="2321",20250409,CDD,PT ,20871.65
="2321 ",="2321",20250410,CDD,PT ,256533.24
="2321 ",="2321",20241231,CDD,RT ,16882.96
="2321 ",="2321",20250107,CDD,RT ,-16978.03
="2321 ",="2321",20250409,CDD,RT ,282538.88
="2321 ",="2321",20250410,CDD,RT ,394404.86
="2321 ",="2321",20250409,CDD,WSP,20871.65
="2321 ",="2321",20250409,CDD,WSR,282538.88
="2321 ",="2942",20250409,CDD,RT ,176761.19
="2321 ",="2942",20250410,CDD,RT ,125
="2321 ",="2942",20250409,CDD,WSR,176761.19
="2321 ",="416T5",20250409,CDD,RT ,3193.08
="2321 ",="416T5",20250409,CDD,WSR,3193.08
="2321 ",="4321",20250409,CDD,PT ,19132.46
="2321 ",="4321",20250410,CDD,PT ,1120
="2321 ",="4321",20250410,USD,PT ,4000
="2321 ",="4321",20250409,CDD,RT ,103175.6
="2321 ",="4321",20250410,CDD,RT ,3885
="2321 ",="4321",20250409,CDD,WSP,19132.46
="2321 ",="4321",20250409,CDD,WSR,103175.6
="2321 ",="5321",20250409,CDD,PT ,13239.62
="2321 ",="5321",20250410,CDD,PT ,115265.38
="2321 ",="5321",20250409,CDD,RT ,102757.67
="2321 ",="5321",20250410,CDD,RT ,85926.05
="2321 ",="5321",20250409,CDD,WSR,15811.34
="2321 ",="90006",20250409,CDD,RT ,350
="2321 ",="90006",20250410,CDD,RT ,1891.73
="2321 ",="90006",20250409,CDD,WSR,350
="2322 ",="15114",20250409,CDD,RT ,3530.9
="2322 ",="15114",20250409,CDD,WSR,3530.9
="2322 ",="16114",20250410,CDD,PT ,41826.88
="2322 ",="16114",20250409,CDD,RT ,29806.59
="2322 ",="16114",20250410,CDD,RT ,46089.83
="2322 ",="16114",20250409,CDD,WSR,29806.59
="2322 ",="18114",20250410,CDD,FEE,-81.38
="2322 ",="18114",20250409,CDD,RT ,19597.8
="2322 ",="18114",20250410,CDD,RT ,46575.54
="2322 ",="18114",20250409,CDD,WSR,19597.8
="2322 ",="18414",20250409,CDD,RT ,250
="2322 ",="18414",20250409,CDD,WSR,250
="2322 ",="2322",20250328,CDD,DR ,62
="2322 ",="2322",20250228,CDD,PT ,2500
="2322 ",="2322",20250331,CDD,PT ,-2500
="2322 ",="2322",20250409,CDD,PT ,25035.99
="2322 ",="2322",20250410,CDD,PT ,124282.57
="2322 ",="2322",20250409,CDD,RT ,337539.51
="2322 ",="2322",20250410,CDD,RT ,311264.56
="2322 ",="2322",20250409,CDD,WSP,24990.99
="2322 ",="2322",20250409,CDD,WSR,337539.51
="2322 ",="417T5",20250409,CDD,RT ,33223.79
="2322 ",="417T5",20250409,CDD,WSR,33223.79
="2322 ",="4322",20250409,CDD,PT ,15
="2322 ",="4322",20250410,CDD,PT ,26351.74
="2322 ",="4322",20250409,CDD,RT ,29716.73
="2322 ",="4322",20250410,CDD,RT ,27770.86
="2322 ",="4322",20250409,CDD,WSP,15
="2322 ",="4322",20250409,CDD,WSR,29716.73
="2322 ",="5322",20250410,CDD,PT ,1450.59
="2322 ",="5322",20250409,CDD,RT ,1252.79
="2322 ",="5322",20250410,CDD,RT ,1607.14
="2322 ",="5322",20250409,CDD,WSR,1252.79
="2322 ",="617T8",20250409,CDD,RT ,45.51
="2322 ",="617T8",20250409,CDD,WSR,45.51
="2323 ",="15116",20250409,CDD,RT ,12824.93
="2323 ",="15116",20250409,CDD,WSR,12824.93
="2323 ",="16116",20250410,CDD,PT ,238.71
="2323 ",="16116",20250409,CDD,RT ,20146.76
="2323 ",="16116",20250410,CDD,RT ,1524.4
="2323 ",="16116",20250409,CDD,WSR,20146.76
="2323 ",="18116",20250410,CDD,FEE,-20.29
="2323 ",="18116",20250410,CDD,PT ,861.4
="2323 ",="18116",20250409,CDD,RT ,34827.13
="2323 ",="18116",20250410,CDD,RT ,28.86
="2323 ",="18116",20250409,CDD,WSR,34827.13
="2323 ",="2323",20250409,CDD,PT ,7360
="2323 ",="2323",20250410,CDD,PT ,44402.53
="2323 ",="2323",20250409,CDD,RT ,187957.09
="2323 ",="2323",20250410,CDD,RT ,56172.85
="2323 ",="2323",20250409,CDD,WSP,300
="2323 ",="2323",20250409,CDD,WSR,180957.09
="2323 ",="4323",20250409,CDD,PT ,1223.34
="2323 ",="4323",20250410,CDD,PT ,25365.27
="2323 ",="4323",20250409,CDD,RT ,20225.18
="2323 ",="4323",20250410,CDD,RT ,25522.84
="2323 ",="4323",20250409,CDD,WSP,1223.34
="2323 ",="4323",20250409,CDD,WSR,20225.18
="2323 ",="5323",20250410,CDD,PT ,1113
="2323 ",="5323",20250409,CDD,RT ,8517.95
="2323 ",="5323",20250410,CDD,RT ,608.78
="2323 ",="5323",20250409,CDD,WSR,141.02
="2323 ",="90009",20250410,CDD,RT ,479.05
="2339 ",="16063",20250409,CDD,RT ,13.7
="2339 ",="16063",20250409,CDD,WSR,13.7
="2339 ",="18063",20250410,CDD,PT ,325
="2339 ",="18063",20250409,CDD,RT ,1286.78
="2339 ",="18063",20250410,CDD,RT ,549.54
="2339 ",="18063",20250409,CDD,WSR,1286.78
="2339 ",="2339",20250409,CDD,PT ,100420.17
="2339 ",="2339",20250410,CDD,PT ,3275.18
="2339 ",="2339",20250409,CDD,RT ,38495.59
="2339 ",="2339",20250410,CDD,RT ,68893.96
="2339 ",="2339",20250409,CDD,WSP,100420.17
="2339 ",="2339",20250409,CDD,WSR,37845.87
="2339 ",="4339",20250409,CDD,PT ,196.25
="2339 ",="4339",20250410,CDD,PT ,25
="2339 ",="4339",20250409,CDD,RT ,23737.58
="2339 ",="4339",20250410,CDD,RT ,598.76
="2339 ",="4339",20250409,CDD,WSP,196.25
="2339 ",="4339",20250409,CDD,WSR,23737.58
="2339 ",="5339",20250410,CDD,FEE,-434.39
="2339 ",="5339",20250409,CDD,PT ,13865.35
="2339 ",="5339",20250410,CDD,PT ,765568.17
="2339 ",="5339",20250409,CDD,RT ,1855039.19
="2339 ",="5339",20250410,CDD,RT ,810165.73
="2339 ",="5339",20250409,CDD,WSR,49237.75
="2339 ",="90079",20250409,CDD,RT ,199.25
="2339 ",="90079",20250410,CDD,RT ,226.8
="2339 ",="90079",20250409,CDD,WSR,199.25
="2339 ",="9637",20250410,CDD,PT ,7966.05
="2339 ",="9637",20250409,CDD,RT ,3644.88
="2339 ",="9637",20250410,CDD,RT ,29970.75
="2339 ",="9637",20250409,CDD,WSR,3644.88
="2340 ",="4340",20250409,USD,RT ,726.15
="2340 ",="4340",20250409,USD,WSR,726.15
="2340 ",="5340",20250409,USD,RT ,150000
="2340 ",="5340",20250409,USD,WSR,150000
="2340 ",="9339",20250410,USD,PT ,18750
="2344 ",="2344",20250410,CDD,PT ,92849.6
="2344 ",="2344",20250409,CDD,RT ,500.57
="2344 ",="2344",20250410,CDD,RT ,93120.53
="2344 ",="2344",20250409,CDD,WSR,500.57
="2344 ",="4344",20250409,CDD,PT ,101490.44
="2344 ",="4344",20250409,CDD,RT ,13831.01
="2344 ",="4344",20250409,CDD,WSP,101490.44
="2344 ",="4344",20250409,CDD,WSR,13831.01
="2345 ",="2345",20250409,CDD,RT ,381.39
="2345 ",="2345",20250409,CDD,WSR,381.39
="2345 ",="4345",20250409,CDD,RT ,64892.84
="2345 ",="4345",20250409,CDD,WSR,64892.84
="2346 ",="16073",20250409,CDD,PT ,99184.95
="2346 ",="16073",20250409,CDD,RT ,4.85
="2346 ",="16073",20250409,CDD,WSP,99184.95
="2346 ",="16073",20250409,CDD,WSR,4.85
="2346 ",="18203",20250410,CDD,RT ,125.7
="2346 ",="2346",20250410,CDD,PT ,85
="2346 ",="2346",20250409,CDD,RT ,17017.79
="2346 ",="2346",20250409,CDD,WSR,17017.79
="2346 ",="4346",20250409,CDD,RT ,724.71
="2346 ",="4346",20250409,CDD,WSR,724.71
="2348 ",="2348",20250410,CDD,PT ,23424.66
="2348 ",="2348",20250409,CDD,RT ,1566.79
="2348 ",="2348",20250410,CDD,RT ,46671.21
="2348 ",="2348",20250409,CDD,WSR,1566.79
="2348 ",="4348",20250409,CDD,PT ,1750
="2348 ",="4348",20250409,CDD,RT ,485
="2348 ",="4348",20250410,CDD,RT ,181.59
="2348 ",="4348",20250409,CDD,WSP,1750
="2348 ",="4348",20250409,CDD,WSR,485
="2348 ",="5348",20250410,CDD,RT ,6494.11
="2349 ",="2349",20250410,CDD,RT ,76.43
="2349 ",="4349",20250409,CDD,RT ,166.27
="2349 ",="4349",20250409,CDD,WSR,166.27
="2366 ",="2366",20250410,CDD,RT ,50448.75
="2366 ",="9285",20250409,CDD,PT ,6320.95
="2366 ",="9285",20250410,CDD,PT ,13403.15
="2366 ",="9285",20250409,CDD,RT ,1539.72
="2366 ",="9285",20250409,CDD,WSP,6320.95
="2366 ",="9285",20250409,CDD,WSR,1539.72
="2378 ",="2378",20250410,CDD,PT ,30394.92
="2378 ",="2378",20250409,CDD,RT ,1714.29
="2378 ",="2378",20250410,CDD,RT ,7120.62
="2378 ",="2378",20250409,CDD,WSR,1714.29
="2378 ",="4378",20250409,CDD,PT ,150
="2378 ",="4378",20250409,CDD,RT ,3159.5
="2378 ",="4378",20250409,CDD,WSP,150
="2378 ",="4378",20250409,CDD,WSR,3159.5
="2378 ",="5378",20250410,CDD,PT ,22217.82
="2378 ",="5378",20250409,CDD,RT ,1145.16
="2378 ",="5378",20250410,CDD,RT ,36428.89
="2378 ",="5378",20250409,CDD,WSR,1145.16
="25000",="25000",20250328,CDD,DR ,2.51999999999998
="25000",="25000",20250410,CDD,PT ,649272.31
="25000",="25000",20250314,CDD,RT ,-428.62
="25000",="25000",20250404,CDD,RT ,3547.15
="25000",="25000",20250407,CDD,RT ,-3408.96
="25000",="25000",20250409,CDD,RT ,462628.66
="25000",="25000",20250410,CDD,RT ,860151.29
="25000",="25000",20250409,CDD,WSR,462628.66
="25000",="27000",20250410,CDD,PT ,88945.8
="25000",="27000",20250409,CDD,RT ,88485.23
="25000",="27000",20250410,CDD,RT ,90514.04
="25000",="27000",20250409,CDD,WSR,88485.23
="25000",="28000",20250410,CDD,FEE,-100.63
="25000",="28000",20250410,CDD,PT ,467360.98
="25000",="28000",20250409,CDD,RT ,653134.55
="25000",="28000",20250410,CDD,RT ,701146.4
="25000",="28000",20250409,CDD,WSR,649881.29
="25001",="25001",20250410,CDD,PT ,55716.41
="25001",="25001",20250409,CDD,RT ,4353.71
="25001",="25001",20250410,CDD,RT ,206834.44
="25001",="25001",20250409,CDD,WSR,4353.71
="25001",="27001",20250410,CDD,PT ,143316.41
="25001",="27001",20250409,CDD,RT ,176614.48
="25001",="27001",20250410,CDD,RT ,10832.74
="25001",="27001",20250409,CDD,WSR,176614.48
="25001",="28001",20250410,CDD,PT ,191178.08
="25001",="28001",20250409,CDD,RT ,167823.36
="25001",="28001",20250410,CDD,RT ,183083.15
="25001",="28001",20250409,CDD,WSR,167823.36
="25001",="28501",20250409,CDD,RT ,690
="25001",="28501",20250409,CDD,WSR,690
="25004",="25004",20250403,CDD,PT ,3883.95
="25004",="25004",20250410,CDD,PT ,225338.72
="25004",="25004",20250403,CDD,RT ,3883.95
="25004",="25004",20250409,CDD,RT ,113378.84
="25004",="25004",20250410,CDD,RT ,164712.34
="25004",="25004",20250409,CDD,WSR,113371.4
="25004",="27004",20250410,CDD,PT ,99823.9
="25004",="27004",20250409,CDD,RT ,33159.21
="25004",="27004",20250410,CDD,RT ,34540.85
="25004",="27004",20250409,CDD,WSR,33159.21
="25004",="28004",20250410,CDD,PT ,506903.03
="25004",="28004",20250409,CDD,RT ,269189.81
="25004",="28004",20250410,CDD,RT ,654804.12
="25004",="28004",20250409,CDD,WSR,269189.81
="25005",="25005",20250410,CDD,PT ,45412.8
="25005",="25005",20250409,CDD,RT ,5577.54
="25005",="25005",20250410,CDD,RT ,90182.59
="25005",="25005",20250409,CDD,WSR,5577.54
="25005",="26005",20250409,CDD,RT ,960
="25005",="26005",20250409,CDD,WSR,960
="25005",="27005",20250410,CDD,PT ,52698.86
="25005",="27005",20250409,CDD,RT ,201115.63
="25005",="27005",20250410,CDD,RT ,17065.05
="25005",="27005",20250409,CDD,WSR,201115.63
="25005",="28005",20250410,CDD,FEE,-57.94
="25005",="28005",20250410,CDD,PT ,127144.09
="25005",="28005",20250409,CDD,RT ,242159.59
="25005",="28005",20250410,CDD,RT ,82870.75
="25005",="28005",20250409,CDD,WSR,242159.59
="25006",="25006",20250318,CDD,PT ,-400.03
="25006",="25006",20250403,CDD,PT ,4063.27
="25006",="25006",20250404,CDD,PT ,4425.06
="25006",="25006",20250407,CDD,PT ,-4233.47
="25006",="25006",20250409,CDD,PT ,558.31
="25006",="25006",20250410,CDD,PT ,291788.16
="25006",="25006",20250403,CDD,RT ,4063.27
="25006",="25006",20250409,CDD,RT ,252963.82
="25006",="25006",20250410,CDD,RT ,272969.26
="25006",="25006",20250409,CDD,WSR,250753.94
="25006",="27006",20250410,CDD,PT ,114898.46
="25006",="27006",20250409,CDD,RT ,44294.15
="25006",="27006",20250410,CDD,RT ,61784.97
="25006",="27006",20250409,CDD,WSR,44294.15
="25006",="28006",20250410,CDD,PT ,542359.19
="25006",="28006",20250409,CDD,RT ,376456.23
="25006",="28006",20250410,CDD,RT ,736714.44
="25006",="28006",20250409,CDD,WSR,376236.03
="25007",="25007",20250410,CDD,PT ,56135.61
="25007",="25007",20250409,CDD,RT ,14089.26
="25007",="25007",20250410,CDD,RT ,102265.75
="25007",="25007",20250409,CDD,WSR,14089.26
="25007",="26007",20250409,CDD,RT ,1182.18
="25007",="26007",20250409,CDD,WSR,1182.18
="25007",="27007",20250410,CDD,PT ,73827.74
="25007",="27007",20250409,CDD,RT ,220778.57
="25007",="27007",20250410,CDD,RT ,16219.55
="25007",="27007",20250409,CDD,WSR,220778.57
="25007",="27507",20250409,CDD,RT ,500
="25007",="27507",20250409,CDD,WSR,500
="25007",="28007",20250410,CDD,FEE,-27.5
="25007",="28007",20250410,CDD,PT ,169963.69
="25007",="28007",20250409,CDD,RT ,299727.3
="25007",="28007",20250410,CDD,RT ,123513.1
="25007",="28007",20250409,CDD,WSR,299727.3
="25007",="28507",20250409,CDD,RT ,270
="25007",="28507",20250409,CDD,WSR,270
="25008",="25008",20250403,CDD,PT ,4259.38
="25008",="25008",20250410,CDD,PT ,568875.88
="25008",="25008",20250403,CDD,RT ,4259.38
="25008",="25008",20250409,CDD,RT ,84152.93
="25008",="25008",20250410,CDD,RT ,156613.17
="25008",="25008",20250409,CDD,WSR,83773.05
="25008",="27008",20250410,CDD,PT ,192515.23
="25008",="27008",20250409,CDD,RT ,21657.99
="25008",="27008",20250410,CDD,RT ,47393.72
="25008",="27008",20250409,CDD,WSR,21657.99
="25008",="28008",20250410,CDD,FEE,-241.75
="25008",="28008",20250410,CDD,PT ,854096.310000001
="25008",="28008",20250409,CDD,RT ,208424.98
="25008",="28008",20250410,CDD,RT ,687173.53
="25008",="28008",20250409,CDD,WSR,208424.98
="25009",="25009",20250410,CDD,PT ,52720.06
="25009",="25009",20250409,CDD,RT ,7068.22
="25009",="25009",20250410,CDD,RT ,102937.52
="25009",="25009",20250409,CDD,WSR,7068.22
="25009",="27009",20250410,CDD,PT ,101652.73
="25009",="27009",20250409,CDD,RT ,201314.25
="25009",="27009",20250410,CDD,RT ,13.33
="25009",="27009",20250409,CDD,WSR,201314.25
="25009",="28009",20250410,CDD,FEE,-108.49
="25009",="28009",20250410,CDD,PT ,288636.68
="25009",="28009",20250409,CDD,RT ,184289.5
="25009",="28009",20250410,CDD,RT ,90723.39
="25009",="28009",20250409,CDD,WSR,184289.5
="25009",="28509",20250410,CDD,PT ,10287.11
="25010",="25010",20250410,CDD,PT ,36349.73
="25010",="25010",20250410,CDD,RT ,318.62
="25011",="28011",20250409,CDD,RT ,93.4
="25011",="28011",20250409,CDD,WSR,93.4
="25012",="25012",20250409,CDD,RT ,4851.82
="25012",="25012",20250410,CDD,RT ,127.03
="25012",="25012",20250409,CDD,WSR,4851.82
="25012",="28012",20250409,CDD,RT ,280
="25012",="28012",20250409,CDD,WSR,280
="25013",="25013",20250409,CDD,RT ,2096.3
="25013",="25013",20250409,CDD,WSR,2096.3
="25013",="28013",20250409,CDD,RT ,2016.05
="25013",="28013",20250409,CDD,WSR,2016.05
="25014",="25014",20250410,CDD,PT ,188429.41
="25014",="25014",20250409,CDD,RT ,6415.81
="25014",="25014",20250410,CDD,RT ,189417.83
="25014",="25014",20250409,CDD,WSR,6415.81
="25014",="27014",20250409,CDD,RT ,298.27
="25014",="27014",20250410,CDD,RT ,232.43
="25014",="27014",20250409,CDD,WSR,298.27
="25014",="28014",20250409,CDD,RT ,19781.31
="25014",="28014",20250410,CDD,RT ,252.45
